brand,model_final,class,group,units,reason,resolved_via,sample_raw
DJI,DN1A0779,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0779
DJI,DN1A0778,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0778
DJI,DN1A0777,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0777
DJI,DN1A0776,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0776
DJI,DN1A0773,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0773
DJI,DN1A0772,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0772
DJI,DN1A0762,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0762
DJI,DN1A0760,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0760
DJI,DN1A0759,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0759
DJI,DN1A0756,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0756
DJI,DN1A0754,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0754
HOVERAIR,X-AIR,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,X-AIR
DJI,DN1A0742,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0742
DJI,DN1A0741,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0741
DJI,DN1A0740,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0740
DJI,DN1A0739,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0739
DJI,DN1A0738,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0738
DJI,DN1A0736,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0736
DJI,DN1A0735,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0735
DJI,DN1A0732,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0732
DJI,DN1A0730,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0730
DJI,DN1A0726,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0726
HUBSAN,H501 A,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H501 A
HUBSAN,H500,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H500
HUBSAN,H122D,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H122D
HUBSAN,H107C,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H107C
HUBSAN,H019S,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H019S
HUBSAN,FPV X,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,FPV X
I MAVIK AIR 2,MA2UE1N,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,MA2UE1N
I FLIGHT,NAZGUL 5 V2,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,NAZGUL 5 V2
HYTOBP,S166,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,S166
HUPSAN,H501S,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H501S
HUBSAN,ZINO PRO PLUS,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,ZINO PRO PLUS
HUBSAN,ZINO PRO MINI,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,ZINO PRO MINI
HUBSAN,HUBSAN ACE PRO,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,HUBSAN ACE PRO
HUBSAN,H501SS STANDARD,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H501SS STANDARD
HUBSAN,H501S9,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H501S9
HUBSAN,H5015,ทั่วไป,ทั่วไป,1,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,H5015
DJI,DN1A0752,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0752
DJI,DN1A0749,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0749
DJI,DN1A0748,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0748
DJI,DN1A0745,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0745
DJI,DN1A0744,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0744
DJI,DN1A0743,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0743
DJI,DN1A0706,ทั่วไป,ทั่วไป,1,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0706
